root	gloss_fil	pos	source
man		Adjunct	PALI:man
man-			Mirikitani p938 [unknown/low]
mana		V	PALI:ma’na
manakbag		V	PALI:manakba’g
manako		V	PALI:ma:na’ko
manalas		D./V	PALI:mana’las
manaman		adverb	Samson p460 [unknown/low]
manamdaman		D	PALI:manamda’man
manang			Samson p460 [unknown/low]
manangituntun		noun	Samson p460 [unknown/low]
manatili		V	PALI:manati’li
manayi			Mirikitani p962 [unknown/low]
mandaluyong		noun	Samson p460 [unknown/low]
mandamiento		noun	Samson p460 [unknown/low]
mandarin		N	PALI:ma:ndari’n
mandolina		noun	Samson p460 [unknown/low]
mandragora		noun	Samson p460 [unknown/low]
mandurugas			Samson p460 [unknown/low]
mandurukut			Samson p460 [unknown/low]
maneho		noun	Samson p460 [unknown/low]
maneo			Mirikitani p938 [unknown/low]
maneu		V	PALI:mane’u
manewan			Mirikitani p938 [unknown/low]
manga		Q	PALI:manga
manga-			Mirikitani p938 [unknown/low]
mangabiasa			Mirikitani p907 [unknown/low]
mangalukguk		V./D?	PALI:mangalukguk
mangasanting			Mirikitani p955 [unknown/low]
mangayari			Mirikitani p900 [unknown/low]
mangdarapusa			Samson p461 [unknown/low]
mange			Samson p373 [dictionary_explicit/high]
mangga		N	PALI:mangga’
manggo			Samson p461 [unknown/low]
mangisnawa		V.?/D	PALI:mangisna’wa
mangkuc			Samson p461 [unknown/low]
mangmang		adjective	Samson p461 [unknown/low]
mangosteen		noun	Samson p461 [unknown/low]
mangsa		noun-verb	Samson p461 [dictionary_explicit/high]
mangumpe		V	PALI:mangumpe’
mani		N	PALI:mani’q
maniaman			Mirikitani p943 [unknown/low]
maniampukaki		adjective	Samson p461 [unknown/low]
manianita			Samson p461 [unknown/low]
manibalang			Samson p461 [unknown/low]
manibangbayan			Samson p461 [dictionary_explicit/high]
manibaug		N	PALI:manibau’g
manig-			Mirikitani p938 [unknown/low]
manigapu		q	PALI:manigapu’
manigaral			Mirikitani p900 [unknown/low]
manigotu		V	PALI:ma:nigo’tu
manigtigan			Mirikitani p962 [unknown/low]
manijer			Mirikitani p938 [unknown/low]
manikurista		noun	Samson p461 [unknown/low]
manilenio			Samson p461 [unknown/low]
manimanian			Samson p461 [dictionary_explicit/high]
maningaya			Samson p462 [unknown/low]
maniobra		noun	Samson p462 [unknown/low]
manisig		V./D.?	PALI:manisig
manivela		noun	Samson p462 [unknown/low]
manlag			Samson p462 [unknown/low]
manner			Samson p80 [dictionary_explicit/high]
manok			Mirikitani p938 [unknown/low]
manong		D	PALI:mano’ng
mansad		N.?/D./V	PALI:mansa’d
mansanas			Samson p462 [unknown/low]
mansanilia			Samson p462 [unknown/low]
mansanitas		N	PALI:mansani’tas
mansion		noun	Samson p462 [unknown/low]
mantalona		noun	Samson p462 [unknown/low]
mantekuia			Samson p462 [unknown/low]
mantel		noun	Samson p462 [unknown/low]
manteleta		noun	Samson p462 [unknown/low]
manteo		noun	Samson p462 [unknown/low]
mantflia		noun	Samson p462 [unknown/low]
mantilyu		N	PALI:manti’lyu
mantini			Samson p462 [unknown/low]
mantle			Samson p462 [unknown/low]
manualia			Samson p462 [unknown/low]
manuc		noun	Samson p462 [unknown/low]
manumanu			Samson p464 [unknown/low]
manunggal		noun	Samson p462 [unknown/low]
manuscrito		noun	Samson p463 [unknown/low]
manutu		V	PALI:ma:nutu
manuya			Mirikitani p938 [unknown/low]
manuyang		N	PALI:manu’yang
manyad		V	PALI:manyad
manyali			Mirikitani p953 [unknown/low]
manyara			Mirikitani p955 [unknown/low]
manyubli			Mirikitani p957 [unknown/low]
map		D./Q	PALI:map
mapagal			Mirikitani p945 [unknown/low]
mapali			Mirikitani p946 [unknown/low]
maplas		D	PALI:mapla’s
maragul			Mirikitani p911 [unknown/low]
marangal			Samson p464 [unknown/low]
marangle		N	PALI:marangle’
maranun			Mirikitani p912 [unknown/low]
marcha		noun	Samson p464 [unknown/low]
marfil		noun	Samson p464 [unknown/low]
margaha		N	PALI:marga’ha
margarina		noun	Samson p464 [unknown/low]
margarit			Samson p464 [unknown/low]
margate		N	PALI:marga’te
mariakafra		noun	Samson p464 [unknown/low]
marijuana		noun	Samson p464 [dictionary_explicit/high]
marikita		noun	Samson p464 [unknown/low]
marimla			Mirikitani p914 [unknown/low]
marinat			Mirikitani p914 [unknown/low]
marine			Mirikitani p914 [unknown/low]
marines			Samson p464 [unknown/low]
maring		N	PALI:mari’ng
marino		noun	Samson p464 [unknown/low]
mariposa		N	PALI:maripo’sa
mariskal		noun	Samson p465 [unknown/low]
maritima		adjective	Samson p465 [unknown/low]
mariya		N	PALI:mari’ya
marka		N	PALI:ma’rka
markesa			Samson p465 [unknown/low]
markez			Samson p465 [unknown/low]
marmol			Samson p465 [unknown/low]
maro			Samson p465 [unknown/low]
maronita		noun	Samson p465 [unknown/low]
marso		N	PALI:ma’rso
marta		noun	Samson p465 [unknown/low]
marte			Samson p465 [unknown/low]
martes		noun	Samson p465 [unknown/low]
martilio		noun	Samson p465 [unknown/low]
martinete		noun	Samson p465 [unknown/low]
martinez		noun	Samson p465 [unknown/low]
martiniko		noun	Samson p465 [unknown/low]
martir		N	PALI:marti’r
martirio		noun	Samson p465 [unknown/low]
martirolohio		noun	Samson p465 [unknown/low]
martirolohiya		noun	Samson p465 [unknown/low]
martis		N	PALI:ma’rtis
martsa			Samson p465 [unknown/low]
marukat		adjective	Samson p465 [unknown/low]
marus			Samson p465 [unknown/low]
maruya			Samson p465 [dictionary_explicit/high]
marxismo		noun	Samson p465 [unknown/low]
marxista		noun	Samson p465 [unknown/low]
marzo		noun	Samson p466 [unknown/low]
mas		Q	PALI:mas
masa		V	PALI:ma’sa
masabal		noun	Samson p466 [unknown/low]
masagana		N	PALI:masaga’naq
masahe		noun	Samson p466 [unknown/low]
masakit			Mirikitani p953 [unknown/low]
masanting			Mirikitani p955 [unknown/low]
masdan		V	PALI:masdan
maseta		noun	Samson p451 [unknown/low]
masetas		N	PALI:mase’tas
masetera		noun	Samson p451 [unknown/low]
maskara		N	PALI:maska’ra
maski		Q./Subcomb	PALI:maski
masseuse			Samson p466 [unknown/low]
masubidu			Mirikitani p957 [unknown/low]
masuerte			Mirikitani p958 [unknown/low]
masuleo			Samson p467 [unknown/low]
masyadu		Q	PALI:masya’du
mata		N	PALI:mata’
mata-mata		noun	Samson p468 [AI_proposed/medium]
matadero		noun	Samson p468 [unknown/low]
matador		noun	Samson p468 [unknown/low]
matako			Samson p468 [unknown/low]
matamata			Samson p468 [unknown/low]
matamvaka		noun	Samson p468 [unknown/low]
matapobre			Samson p468 [unknown/low]
matarling		adjective	Samson p468 [unknown/low]
matematika		noun	Samson p468 [unknown/low]
matematiko		noun	Samson p468 [unknown/low]
matenakan		adjective	Samson p468 [unknown/low]
mater			Samson p468 [unknown/low]
materia		noun	Samson p468 [unknown/low]
material		adjective	Samson p469 [unknown/low]
materiales		noun	Samson p469 [unknown/low]
materialismo			Samson p469 [unknown/low]
materialista		noun	Samson p469 [unknown/low]
materialistiko		adjective	Samson p469 [unknown/low]
materioso			Samson p469 [unknown/low]
math		abbreviation	Samson p469 [unknown/low]
matiag		noun	Samson p469 [unknown/low]
matipunu		adjective	Samson p469 [unknown/low]
matiribus		noun	Samson p469 [dictionary_explicit/high]
matnibuntuc		adjective	Samson p469 [unknown/low]
mato			Samson p469 [unknown/low]
matraka		noun	Samson p469 [unknown/low]
matrikula		noun	Samson p470 [unknown/low]
matrimonio		noun	Samson p470 [unknown/low]
matris		noun	Samson p470 [unknown/low]
matrisidio		noun	Samson p470 [unknown/low]
matua			Mirikitani p963 [unknown/low]
matusalen		noun	Samson p470 [unknown/low]
mauli		adjective	Samson p470 [unknown/low]
maung		noun	Samson p470 [unknown/low]
mauser		noun	Samson p470 [unknown/low]
mawala			Mirikitani p967 [unknown/low]
maya		N	PALI:ma’ya
mayakayan		adjective	Samson p470 [unknown/low]
mayalikabok			Mirikitani p897 [unknown/low]
mayari			Mirikitani p900 [unknown/low]
mayonesa			Samson p470 [unknown/low]
mayor		noun	Samson p470 [unknown/low]
mayordomo			Samson p470 [unknown/low]
mayoridad		noun	Samson p471 [unknown/low]
mayoriya			Samson p470 [unknown/low]
mayu		N	PALI:ma’yu
mayul		N	PALI:mayu’l
mayumu			Samson p471 [unknown/low]
mayuskula		noun	Samson p471 [unknown/low]
mayutput			Samson p471 [unknown/low]
me		Substitute: personal pronoun, part-manteau	PALI:me
mechado		noun	Samson p471 [unknown/low]
medalia		noun	Samson p471 [unknown/low]
medalion			Samson p471 [unknown/low]
media		noun	Samson p471 [unknown/low]
mediador			Samson p471 [unknown/low]
mediakania		noun	Samson p471 [unknown/low]
medias			Samson p471 [unknown/low]
medida			Samson p472 [unknown/low]
medikal		adjective	Samson p472 [unknown/low]
medikasion		noun	Samson p472 [unknown/low]
mediko		noun	Samson p472 [unknown/low]
mediko-legal		adjective	Samson p472 [AI_proposed/medium]
medikul		N	PALI:me’dikul
medio			Samson p472 [unknown/low]
medio-almuerzo		noun	Samson p472 [unknown/low]
medisina		noun	Samson p471 [unknown/low]
meditasion		noun	Samson p472 [unknown/low]
mediteraneo		noun	Samson p472 [unknown/low]
medya			Mirikitani p939 [unknown/low]
medyas			Mirikitani p939 [unknown/low]
mehikano		adjective	Samson p472 [unknown/low]
mehiko			Samson p472 [unknown/low]
mehoras		noun	Samson p472 [unknown/low]
meimbita			Mirikitani p920 [unknown/low]
mekad		adverb	Samson p471 [unknown/low]
mekaniko			Mirikitani p939 [unknown/low]
mekaniku		noun	Samson p471 [unknown/low]
mekanismu		noun	Samson p471 [unknown/low]
mekeni			Samson p472 [unknown/low]
mekumbida			Mirikitani p931 [unknown/low]
melankolia			Samson p472 [unknown/low]
melkisedec		noun	Samson p472 [unknown/low]
melodia		noun	Samson p472 [unknown/low]
melodiko		adjective	Samson p473 [unknown/low]
melokoton		noun	Samson p472 [unknown/low]
memalen			Samson p473 [unknown/low]
memangil		adjective	Samson p473 [unknown/low]
memariu			Samson p473 [unknown/low]
memayutputan		adjective	Samson p473 [unknown/low]
memoria		noun	Samson p473 [unknown/low]
memorizado		adjective	Samson p473 [unknown/low]
men		Exc./idiom	PALI:men
menalbe			Mirikitani p897 [unknown/low]
mengabus		V	PALI:me:nga’bus
mengan			Mirikitani p924 [unknown/low]
menibatan			Mirikitani p919 [unknown/low]
menila		noun	Samson p473 [unknown/low]
menor		noun	Samson p473 [unknown/low]
mensahe		noun	Samson p473 [unknown/low]
mensahero		noun	Samson p473 [unknown/low]
menses		adverb	Samson p473 [unknown/low]
mensual		adjective	Samson p473 [unknown/low]
menta		noun	Samson p473 [unknown/low]
mentalidad		noun	Samson p473 [unknown/low]
menudensia		noun	Samson p473 [unknown/low]
menudo			Samson p473 [unknown/low]
menus		D	PALI:me’nus
merengge		noun	Samson p474 [unknown/low]
merienda			Samson p474 [unknown/low]
merienda-sena		noun	Samson p474 [unknown/low]
merino		adjective	Samson p474 [unknown/low]
merito		noun	Samson p474 [unknown/low]
meritorio		adjective	Samson p474 [unknown/low]
merkader			Samson p474 [unknown/low]
merkado		noun	Samson p474 [unknown/low]
merkansia		noun	Samson p474 [unknown/low]
merkurio		noun	Samson p474 [unknown/low]
merkurochrome			Samson p474 [unknown/low]
merli		N	PALI:me’rli
mersed		noun	Samson p474 [unknown/low]
mersenario		noun	Samson p474 [unknown/low]
mes		noun	Samson p474 [unknown/low]
mesa		noun	Samson p474 [unknown/low]
mesita		noun	Samson p474 [unknown/low]
mesiyas		noun	Samson p474 [unknown/low]
mesling			Samson p474 [unknown/low]
mestizo			Samson p474 [unknown/low]
mestru		N	PALI:me’stru
metabolism			Samson p475 [unknown/low]
metabolismu			Samson p475 [unknown/low]
metafisika		noun	Samson p475 [unknown/low]
metafora		noun	Samson p475 [unknown/low]
metaliko		adjective	Samson p475 [unknown/low]
metalurhia		noun	Samson p475 [unknown/low]
metalyurgic			Samson p475 [unknown/low]
metamorfosis		noun	Samson p475 [unknown/low]
mete			Mirikitani p939 [unknown/low]
methodism			Samson p475 [unknown/low]
metung			Mirikitani p939 [unknown/low]
meung		adjective	Samson p476 [dictionary_explicit/high]
mewala			Mirikitani p967 [unknown/low]
mexikano		adjective	Samson p476 [dictionary_explicit/high]
mexiko			Samson p476 [unknown/low]
meyari			Mirikitani p900 [unknown/low]
mezzanine			Samson p476 [unknown/low]
mezzano			Samson p476 [unknown/low]
mezzo			Samson p476 [unknown/low]
mfbait			Mirikitani p903 [unknown/low]
mi		pron	SEED-FUNC
mi-			Mirikitani p940 [unknown/low]
mia		pronoun	Samson p476 [unknown/low]
miapu			Mirikitani p899 [unknown/low]
miatchi			Mirikitani p902 [unknown/low]
mibabapa			Mirikitani p905 [unknown/low]
mica		N	PALI:mi’ca
microfono		noun	Samson p476 [unknown/low]
microskope			Samson p476 [unknown/low]
microskopio		noun	Samson p476 [unknown/low]
midadara			Mirikitani p912 [unknown/low]
midara			Mirikitani p912 [unknown/low]
mika		verb	Samson p476 [unknown/low]
mikakapatad			Mirikitani p925 [unknown/low]
mikaluguran			Mirikitani p924 [unknown/low]
mikapatad			Mirikitani p925 [unknown/low]
mikising			Mga Salita sa Iba't Ibang Dayalekto p8 [unknown/low]
mikoya			Mirikitani p930 [unknown/low]
mikros			Samson p476 [unknown/low]
mil			Samson p476 [unknown/low]
milabasan			Mirikitani p940 [unknown/low]
milagro		noun	Samson p476 [unknown/low]
milagrosa		N	PALI:milagro’sa
milanio		noun	Samson p477 [dictionary_explicit/high]
milia		noun	Samson p477 [unknown/low]
miligramo		noun	Samson p477 [unknown/low]
milimetro		noun	Samson p477 [unknown/low]
militante		adjective	Samson p477 [unknown/low]
militar		adjective	Samson p477 [unknown/low]
military			Samson p477 [unknown/low]
milium			Mirikitani p921 [unknown/low]
miliun			Samson p477 [unknown/low]
miliunariu		noun	Samson p477 [unknown/low]
milulupa			Mirikitani p936 [unknown/low]
milun		N	PALI:milu’n
milyari		V	PALI:milya’ri
mimi			Samson p477 [dictionary_explicit/high]
mimin		D	PALI:mi’min
mina		N	PALI:mi’na
minamagaling			Samson p477 [unknown/low]
minangun		N	PALI:mina’ngun
mindainda			Mirikitani p920 [unknown/low]
minero		noun	Samson p477 [unknown/low]
minerva		noun	Samson p477 [unknown/low]
minervista		noun	Samson p477 [unknown/low]
minery			Samson p477 [unknown/low]
ministil		noun	Samson p477 [unknown/low]
ministro		noun	Samson p477 [unknown/low]
minoridad		noun	Samson p478 [unknown/low]
minsupala		noun	Samson p478 [unknown/low]
mint			Samson p478 [unknown/low]
minuto			Mirikitani p941 [unknown/low]
minyali			Mirikitani p953 [unknown/low]
mipa-			Samson p478 [unknown/low]
mipag-			Samson p478 [unknown/low]
mipamintu			Samson p478 [unknown/low]
mipanyaup			Mirikitani p955 [unknown/low]
mipapamintu			Samson p478 [unknown/low]
miparapareo			Mirikitani p947 [unknown/low]
mipatalpac			Samson p478 [unknown/low]
mipisan			Mirikitani p949 [unknown/low]
mipnu			Samson p478 [unknown/low]
mipunta			Mirikitani p951 [unknown/low]
mirindal		N	PALI:mirinda’l
mirra		noun	Samson p478 [unknown/low]
mis		N	PALI:mis
misa		N	PALI:mi’sa
misal		noun	Samson p479 [unknown/low]
misan		Q./N.?	PALI:mi’san
misdan		D./V./St	PALI:misda’n
miserable		adjective	Samson p479 [unknown/low]
miserere			Samson p479 [unknown/low]
miserikordia		noun	Samson p479 [unknown/low]
miseriya		noun	Samson p479 [unknown/low]
misingbilis			Samson p479 [unknown/low]
misionero		noun	Samson p479 [unknown/low]
misis		N	PALI:mi’sis
misising			Mirikitani p957 [unknown/low]
mismo		N./Q.?	PALI:mi’smo
mission			Samson p479 [unknown/low]
misterio		noun	Samson p480 [unknown/low]
mistisismo		noun	Samson p480 [unknown/low]
mistula		adjective	Samson p480 [unknown/low]
misusumangid		adjective	Samson p480 [unknown/low]
mitagan			Mirikitani p960 [unknown/low]
mitan			Samson p480 [unknown/low]
mitata			Mirikitani p961 [unknown/low]
mitauli			Mirikitani p962 [unknown/low]
mitda		D./St.?	PALI:mitda’q
mitdas		V./St./D	PALI:mitdas
mitmu		St./V./D	PALI:mitmu’q
mitra		noun	Samson p481 [unknown/low]
mitsa		noun	Samson p481 [unknown/low]
mitsado			Samson p481 [unknown/low]
mitsui			Samson p481 [unknown/low]
miuman			Samson p481 [unknown/low]
miwali			Mirikitani p967 [unknown/low]
miyerkulis		N	PALI:miye’rkulis
ml			Mirikitani p940 [unknown/low]
mlalywa			Mirikitani p897 [unknown/low]
mlerkulis			Mirikitani p940 [unknown/low]
mlnuli			Mirikitani p966 [unknown/low]
mlpisanpisan			Mirikitani p949 [unknown/low]
mo		pron	SEED-FUNC
moa		adverb	Samson p481 [unknown/low]
moda		noun	Samson p481 [unknown/low]
modelu		N	PALI:mode’lu
modernismo		noun	Samson p481 [unknown/low]
moderno		adjective	Samson p481 [unknown/low]
modista		N	PALI:modi’sta
modu		N	PALI:mo’du
moises		noun	Samson p481 [unknown/low]
moloch		noun	Samson p482 [unknown/low]
momento		noun	Samson p482 [unknown/low]
monarchikal			Samson p482 [unknown/low]
monarka		noun	Samson p482 [unknown/low]
monarkia		noun	Samson p482 [dictionary_explicit/high]
monarkika		adjective	Samson p482 [unknown/low]
monarkismo			Samson p482 [unknown/low]
monasterio		noun	Samson p482 [dictionary_explicit/high]
monastiku		adjective	Samson p482 [unknown/low]
mongha		noun	Samson p482 [unknown/low]
monghe		noun	Samson p482 [unknown/low]
monhesilio			Samson p482 [unknown/low]
monika			Samson p482 [unknown/low]
monito			Samson p482 [unknown/low]
monsignor			Samson p482 [dictionary_explicit/high]
monte		N	PALI:mo’nte
monu		noun	Samson p482 [dictionary_explicit/high]
monumento		noun	Samson p483 [unknown/low]
moradu			Samson p483 [unknown/low]
moraleha		noun	Samson p483 [unknown/low]
moralidad		noun	Samson p483 [unknown/low]
moralista		noun	Samson p483 [unknown/low]
moreno			Samson p483 [unknown/low]
morfina		noun	Samson p483 [unknown/low]
morge			Samson p483 [unknown/low]
morisketa-tostada		noun	Samson p483 [unknown/low]
moriya			PALI:mo’riya
morkon		noun	Samson p483 [unknown/low]
moro		noun	Samson p483 [unknown/low]
moro-moro		noun	Samson p483 [AI_proposed/medium]
mortal		adjective	Samson p483 [unknown/low]
mortero		noun	Samson p483 [unknown/low]
mortuario		noun	Samson p483 [unknown/low]
mosaiko		adjective	Samson p483 [unknown/low]
mosikus			Samson p483 [unknown/low]
moskatel		noun	Samson p483 [unknown/low]
mosketero		noun	Samson p483 [dictionary_explicit/high]
moskitero		noun	Samson p483 [dictionary_explicit/high]
mosul		noun	Samson p483 [unknown/low]
motivo		noun	Samson p483 [unknown/low]
moton		noun	Samson p484 [dictionary_explicit/high]
motor		noun	Samson p484 [unknown/low]
motorboat			Samson p399 [dictionary_explicit/high]
mozarabe		noun	Samson p484 [unknown/low]
mozarabiko		adjective	Samson p484 [unknown/low]
mu		Adjunct	PALI:muq
mu rin		part	SEED-FUNC
mua		noun	Samson p484 [unknown/low]
mual			Samson p484 [dictionary_explicit/high]
mualmual			Samson p484 [unknown/low]
muchacho			Samson p484 [unknown/low]
mucho		adjective	Samson p484 [unknown/low]
mucmuc		noun-verb	Samson p484 [unknown/low]
muebleriya		noun	Samson p484 [unknown/low]
muebles		noun	Samson p484 [unknown/low]
muelie			Samson p484 [unknown/low]
muestra			Samson p484 [unknown/low]
mugmug		N	PALI:mugmug
muhun		noun	Samson p484 [unknown/low]
muia			Samson p484 [unknown/low]
mula		N	PALI:mu’la
mulagat		adjective	Samson p485 [dictionary_explicit/high]
mulal-		V	PALI:-mulal-
mulala		V./D./St	PALI:-mula’laq
mulamulagat			Samson p485 [unknown/low]
mulamulala			Samson p485 [unknown/low]
mulang		D	PALI:mula’ng
mulansang		verb	Samson p485 [unknown/low]
mulasing		verb	Samson p485 [dictionary_explicit/high]
mulat		noun-verb	Samson p485 [dictionary_explicit/high]
muli		V	PALI:muli’q
multa		N	PALI:mu’lta
mumutut		V	PALI:mu:mutu’t
mun		V	PALI:-mun
munagmunag		V./St	PALI:munagmunag
mundu		N	PALI:mu’ndu
muniangit		noun-verb	Samson p487 [unknown/low]
munikala		noun	Samson p487 [unknown/low]
munikial		noun	Samson p487 [unknown/low]
