id,batch,kapampangan,filipino,correct,comment
Judges 16:26,"6 - religious (Bible sample; check the pair aligns, not a full review)","At sinabi nang Samson king anak a tataid king keang gamat, Ipaintulut mung asalat kula ding asias a magdala king bale, bakung magjilig kareti.","At sinabi ni Samson sa batang umaakay sa kanyang kamay, Pahintulutan mo akong mahipo ang mga haliging nagdadala ng bahay, upang ako'y makasandal sa mga iyon.",,
Genesis 39:9,"6 - religious (Bible sample; check the pair aligns, not a full review)","Ya e ya maragul king bale iti a maiguit kanaku; ni ya ala yang pigkait kanaku nanumang bague nung e mu ika, uling asawa naka: Makananu ku ping daptan iting maragul a dewakan, at mikasala salang king Dios?","Siya'y hindi lalong dakila sa bahay na ito kaysa akin; ni wala siyang ipinagkait sa akin na anumang bagay kundi ikaw lamang, sapagkat ikaw ay kanyang asawa: paano ko nga magagawa ang malaking kasamaang ito, at magkakasala laban sa Diyos?",,
Genesis 31:14,"6 - religious (Bible sample; check the pair aligns, not a full review)","At mekibat la i Raquel at i Lea at kea sinabi ra, Atin ke pa kayang makatagan a dake o mana king bale na ning kekeng ibpa?","At sumagot si Raquel at si Lea at sinabi nila sa kanya, Mayroon pa ba kaming natitirang bahagi o mana sa bahay ng aming ama?",,
Genesis 37:30,"6 - religious (Bible sample; check the pair aligns, not a full review)","At mibalik ya karing keang kapatad, at sinabi na, Alayu ing anak; at aku, nuku ume?","At bumalik siya sa kanyang mga kapatid, at sinabi niya, Wala na ang bata; at ako, saan ako paroroon?",,
Genesis 42:30,"6 - religious (Bible sample; check the pair aligns, not a full review)","Ing lalaki, a guinu king labuad a ita, pekisabian nakaming maguilas, at binilang nang anti keng tiktik king labuad.","Ang lalaki, na panginoon sa lupaing yaon, ay kinausap kaming magaspang, at ibinilang niya kaming mga tiktik sa lupain.",,
Genesis 38:4,"6 - religious (Bible sample; check the pair aligns, not a full review)","At kinagli yang pepasibayu, at menganak yang metung a lalaki; at pemalaguiuwan neng Onan,","At muli siyang naglihi, at nanganak ng isang lalaki; at tinawag niya ang kanyang pangalan na Onan,",,
Deuteronomy 6:15,"6 - religious (Bible sample; check the pair aligns, not a full review)","Uling i GUINUNG kekang Dios a atiu libutad mu metung yang mapangalalung Dios; a magkang ing mua nang GUINUNG kekang Dios milablab laban keka, at lipulan naka ibat king lupa na ning labuad.","Sapagkat ang PANGINOON mong Diyos na nasa gitna mo ay mapanibughuing Diyos; baka ang galit ng PANGINOON mong Diyos ay magalab laban sa iyo, at ka niya lipulin mula sa balat ng lupa.",,
Judges 12:9,"6 - religious (Bible sample; check the pair aligns, not a full review)","At mika anak yang atlungpulung lalaki; at atlungpulung anak nang babaing pengalat na, at atlungpulung anak a babai a inuli nang ibat king mikakandayu dikil karing anak nang lalaki. At ya inatulan na ing Israel pitung banua.","At siya'y nagkaanak ng tatlumpung lalaki; at tatlumpung anak na babae ang kanyang ipinamahagi sa labas, at tatlumpung anak na babae ang kanyang ipinasok mula sa labas para sa kanyang mga anak na lalaki. At kanyang hinatulan ang Israel ng pitong taon.",,
Genesis 44:14,"6 - religious (Bible sample; check the pair aligns, not a full review)",At i Juda at ding keang kapatad mine la king bale nang Jose; at ya atiu pa karin: at ila migsakab la king gabun king arapan na.,At si Juda at ang kanyang mga kapatid ay naparoon sa bahay ni Jose; at siya'y naroroon pa: at sila'y nagpatirapa sa lupa sa harapan niya.,,
Genesis 49:18,"6 - religious (Bible sample; check the pair aligns, not a full review)","Kakung penaya ing kekang pamagligtas, Oh GUINU.","Hinintay ko ang iyong pagliligtas, O PANGINOON.",,
Genesis 30:32,"6 - religious (Bible sample; check the pair aligns, not a full review)","Balikan kula ding anggang kawan mu king aldo ngeni a kaku lang ikawani kareti ding batikbatikan at ating dusing, at ing balang matuling karing tupa, at ating dungis at batikbatikan karing kambing: at ilang kakung maguing kaupajan.","Lilibutin ko ang lahat mong kawan sa araw na ito na inihihiwalay ko rito ang lahat ng batik-batik at may dungis, at ang bawat maitim sa mga tupa, at ang may dungis at batik-batik sa mga kambing: at ang mga iyon ang magiging kaupahan ko.",,
Judges 5:27,"6 - religious (Bible sample; check the pair aligns, not a full review)","Karing keang bitis dinuku ya, miragsa ya, mikera ya; Karing bitis na dinuku ya, miragsa ya: Nung nu ya dinuku, karin ya miragsang mete.","Sa kanyang mga paa ay yumukod siya, siya'y nabuwal, siya'y nahiga; Sa kanyang mga paa ay yumukod siya, siya'y nabuwal: Kung saan siya yumukod, doon siya nabuwal na patay.",,
Genesis 4:25,"6 - religious (Bible sample; check the pair aligns, not a full review)","At kilala neng pisabayung Adam ing keang asawa; at menganak yang metung a lalaki, at ing inaus na king laguiu na Set: Uling, ya sinabi na, Ing Dios dininan nakung aliwang bini a kalili nang Abel; uling pete neng Cain.","At muling nakilala ni Adan ang kanyang asawa; at nanganak siya ng isang lalaki, at tinawag niya ang kanyang pangalan na Set: Sapagkat, sabi niya, Binigyan ako ng Diyos ng ibang binhi na kahalili ni Abel; sapagkat pinatay siya ni Cain.",,
Genesis 19:19,"6 - religious (Bible sample; check the pair aligns, not a full review)","Oini ngeni, menakit yang kalam karing kekang mata ing kekong talasuyu, at peparagul mu ing kekang pakalulu, a pepatangal mu kanaku king pamagligtas mu king kakung bie; at aku e ku mitakas king bunduk, magkang dasnan naku ning marawak, at mate ku:","Narito ngayon, ang iyong lingkod ay nakasumpong ng biyaya sa iyong mga mata, at pinalaki mo ang iyong awa, na ipinakita mo sa akin sa pagliligtas mo sa aking buhay; at ako'y hindi makakatakas sa bundok, baka abutan ako ng kasamaan, at ako'y mamatay:",,
Deuteronomy 23:1,"6 - religious (Bible sample; check the pair aligns, not a full review)","Ing mesugat karing keang iso, o ing makasalikut nang kasangkapan katawan meputut ya, e ya milub king kapulungan nang GUINU.","Ang nasaktan sa kanyang mga bayag, o ang natapyasan ng kanyang ari, ay hindi papasok sa kapulungan ng PANGINOON.",,
Genesis 2:6,"6 - religious (Bible sample; check the pair aligns, not a full review)","Dapot minukiat ibat king labuad ing ulap, diligan na ing anggang lupa na ning labuad.","Ngunit may ulap na umaakyat mula sa lupa, na dumidilig sa buong balat ng lupa.",,
Genesis 18:29,"6 - religious (Bible sample; check the pair aligns, not a full review)","At ya pepasibayu yang miniabi kea, at ngana, Nung sakali ating mayakit a apatapulu. At sinabi na, E ku daptan alangalang karing apatapulu.","At muli siyang nagsalita sa kanya, na sinasabi, Kung sakaling may masumpungan doong apatnapu. At sinabi niya, Hindi ko gagawin alang-alang sa apatnapu.",,
Genesis 48:1,"6 - religious (Bible sample; check the pair aligns, not a full review)","At milyari pangaibat na ning bague iti, sinabi na ning metung kang Jose, Oini, ing kekang ibpa masakit ya: at tiki nala ding keang aduang anak i Manases at i Efraim.","At nangyari pagkatapos ng bagay na ito, na sinabi ng isa kay Jose, Narito, ang iyong ama ay may sakit: at isinama niya ang kanyang dalawang anak na si Manases at si Efraim.",,
Genesis 2:8,"6 - religious (Bible sample; check the pair aligns, not a full review)","At i GUINUNG Dios binili ne ing metung a mula king Eden, nangan king aslagan; at binili ne karin ing taung keang belangkas.","At naglagay ang PANGINOONG Diyos ng isang halamanan sa Eden, sa dakong silangan; at inilagay niya roon ang taong kanyang nilalang.",,
Genesis 42:6,"6 - religious (Bible sample; check the pair aligns, not a full review)","At i Jose ya ing gobernador king labuad; ya ing misasali karin sablang balayan king labuad. At dinatang la ding kapatad nang Jose, at memagsakab la king arapan na a ding karelang lupa makasubsub la king labuad.","At si Jose ang gobernador sa lupain; siya ang nagbibili sa buong bayan ng lupain. At dumating ang mga kapatid ni Jose, at nagpatirapa sila sa harapan niya na ang kanilang mga mukha ay nakasubsob sa lupa.",,
Genesis 17:16,"6 - religious (Bible sample; check the pair aligns, not a full review)","At panuanan ke, at maiguit kaniti dinan dakang anak kea: wa, panuanan ke, at maguing indu re ding bansa; ding ari ding balayan manibatan la kea.","At pagpapalain ko siya, at bukod dito ay bibigyan kita ng anak sa kanya: oo, pagpapalain ko siya, at magiging ina siya ng mga bansa; ang mga hari ng mga bayan ay magmumula sa kanya.",,
Genesis 49:23,"6 - religious (Bible sample; check the pair aligns, not a full review)","Ding mamana melungkut la kea, At pinana re, at ligaligan de:","Pinighati siya ng mga mamamana, At pinana nila siya, at inusig siya:",,
Judges 6:17,"6 - religious (Bible sample; check the pair aligns, not a full review)","At sinabi na kea, Nung ngeni menakit kung kalam king kekang panimanman, pakitanan mukung metung a tanda king ika ing makisabi kanaku.","At sinabi niya sa kanya, Kung ngayo'y nakasumpong ako ng biyaya sa iyong paningin, ay pagpakitaan mo ako ng isang tanda na ikaw ang nakikipag-usap sa akin.",,
Genesis 29:17,"6 - religious (Bible sample; check the pair aligns, not a full review)",At ding mata nang Lea mapundat la; dapot i Raquel malagu ya at malagu ya anyu.,At ang mga mata ni Lea ay malamlam; ngunit si Raquel ay maganda at kaakit-akit ang anyo.,,
Genesis 50:4,"6 - religious (Bible sample; check the pair aligns, not a full review)","At inyang ing aldo na ning pamangiak kea milabas na, miniabi ya i Jose king bale nang Faraon, ngana, Nung ngeni menakit kung kalam karing kekang mata, sabian mu, king daramdaman nang Faraon, pagamuamu ku keka, sabian mu,","At nang makalipas ang mga araw ng pagtangis sa kanya, ay nagsalita si Jose sa sambahayan ni Faraon, na sinasabi, Kung ngayo'y nakasumpong ako ng biyaya sa inyong mga mata, ipinamamanhik ko sa inyo, na sabihin ninyo sa pakinig ni Faraon, na sinasabi,",,
Genesis 36:27,"6 - religious (Bible sample; check the pair aligns, not a full review)",Deti ding anak nang Ezer: i Bilhan at i Zaavan at i Acan.,Ito ang mga anak ni Ezer: si Bilhan at si Zaavan at si Acan.,,
Deuteronomy 21:13,"6 - religious (Bible sample; check the pair aligns, not a full review)","At keang ilukas ing piblas pangabijag, at manatili ya king kekang bale, at kiakan ne ing keang ibpa at ing keang indu king mabilug a pabulan: at kaibat na nita luban me a sumiping ka kea, at ika maguing asawa naka, at ya maguing asawa me.","At kanyang huhubarin ang bihisan ng kanyang pagkabihag, at mananatili siya sa iyong bahay, at tatangisan niya ang kanyang ama at ang kanyang ina nang isang buong buwan: at pagkatapos nito ay sisiping ka sa kanya, at ikaw ay magiging asawa niya, at siya'y magiging asawa mo.",,
Genesis 27:44,"6 - religious (Bible sample; check the pair aligns, not a full review)","At manuknangan ka karin kea mapilan aldo, angga king mipayapa ing mua na ning kapatad mu;","At manirahan ka roong kasama niya nang ilang araw, hanggang sa mapayapa ang galit ng iyong kapatid;",,
Deuteronomy 31:17,"6 - religious (Bible sample; check the pair aligns, not a full review)","Kanita ing kanakung mua mikalukung salang karela king aldo a ita, at pisawili kula, at isalikut ke ing kanakung lupa karela, at mapuksa la, at dakal a dewakan at kalingasngasan ing dumpa karela; nung inya karelang sabian king aldo a ita, E wari ding dewakan a reti miras la kekatamu king uli ning ing kekatang Dios ala yu libutad tamo?","Kung magkagayo'y mag-aalab ang aking galit laban sa kanila sa araw na yaon, at sila'y aking tatalikuran, at aking ikukubli ang aking mukha sa kanila, at sila'y masasakmal, at maraming kasamaan at kabagabagan ang darating sa kanila; kaya't kanilang sasabihin sa araw na yaon, Hindi ba dumating sa atin ang mga kasamaang ito dahil sa ang ating Diyos ay wala sa gitna natin?",,
Judges 9:51,"6 - religious (Bible sample; check the pair aligns, not a full review)","Dapot ating metung a matibe batiawan kilub na ning ciudad, at karin la tinakas ding anggang lalaki at babai, at ding anggang atiu king ciudad, at migkulung la, at pesiukiat la king bubungan na ning batiawan.","Ngunit may isang matibay na tore sa loob ng lungsod, at doon tumakas ang lahat ng lalaki at babae, at ang lahat ng nasa lungsod, at sila'y nagkulong, at umahon sila sa bubungan ng tore.",,
Genesis 9:18,"6 - religious (Bible sample; check the pair aligns, not a full review)","At ding anak nang lalaking Noe, a kinuldas king daung, ila i Sem, at i Cam, at i Jafet: at i Cam ya ing ibpa nang Canaan.","At ang mga anak na lalaki ni Noe, na lumabas sa daong, ay sina Sem, at Cam, at Jafet: at si Cam ang ama ni Canaan.",,
Judges 6:36,"6 - religious (Bible sample; check the pair aligns, not a full review)","At sinabi nang Gideon king Dios, Nung iligtas mu ing Israel king pamamilatan na ning kanakung gamat, anti mo ing sinabi mu,","At sinabi ni Gideon sa Diyos, Kung iyong ililigtas ang Israel sa pamamagitan ng aking kamay, gaya ng iyong sinabi,",,
Deuteronomy 22:28,"6 - religious (Bible sample; check the pair aligns, not a full review)","Nung akit ne ning metung a lalaki ing metung a dalagang virgen a e talasawa, at talanan ne, at sumiping ya kea, at mabante la;","Kung masumpungan ng isang lalaki ang isang dalagang birhen na walang kasunduang magpakasal, at hawakan siya, at sumiping sa kanya, at sila'y masumpungan;",,
Deuteronomy 32:15,"6 - religious (Bible sample; check the pair aligns, not a full review)","Dapot i Jesurun tinaba ya, at mildak ya: Ika metaba ka, ika mekapal ka, ika meguing masanting ka katawan; Kanita pepaimburisan ne ing Dios a linalang kea, At inalala neng malati ing Roca ning keang kaligtasan.","Ngunit si Jesurun ay tumaba, at nanipa: Ikaw ay tumaba, ikaw ay kumapal, ikaw ay naging makinis ang katawan; Nang magkagayo'y pinabayaan niya ang Diyos na lumalang sa kanya, At kanyang niwalang halaga ang Bato ng kanyang kaligtasan.",,
Deuteronomy 32:49,"6 - religious (Bible sample; check the pair aligns, not a full review)","Sampa ka king bunduk nang iti ning Abarim, a taglus angga king bunduk ning Nebo, a atiu king labuad na ning Moab, a atiu king tulid ning Jerico; at oini ing labuad na ning Canaan, a ibie ku karing anak na ning Israel a pekabandi;","Umakyat ka sa bundok na ito ng Abarim, na patungo sa bundok ng Nebo, na nasa lupain ng Moab, na nasa tapat ng Jerico; at masdan mo ang lupain ng Canaan, na aking ibinibigay sa mga anak ni Israel na pinakaari;",,
Genesis 44:9,"6 - religious (Bible sample; check the pair aligns, not a full review)","Itang kayakitanan karing kekang talasuyu, mate ya, at ike naman maguing alipan nakami ning kekeng guinu.","Ang masumpungan sa iyong mga lingkod, ay mamatay, at kami nama'y magiging mga alipin ng aming panginoon.",,
Genesis 42:16,"6 - religious (Bible sample; check the pair aligns, not a full review)","Itubud ye ing metung kekayu, at idala ne keti ing kekong kapatad, at ikayu masukul kayu, bang masubuk ing kekong amanu, nung katutuan kekayu: o nung ali alangalang king bie nang Faraon tiktik kayu.","Magsugo kayo ng isa sa inyo, at dalhin niya rito ang inyong kapatid, at kayo'y mabibilanggo, upang masubok ang inyong mga salita, kung may katotohanan sa inyo: o kung hindi, alang-alang sa buhay ni Faraon ay mga tiktik nga kayo.",,
Genesis 41:29,"6 - religious (Bible sample; check the pair aligns, not a full review)","Oini, datang ing pitung banuang maragul a kabsi king mabilug nang labuad ning Egipto:","Narito, dumarating ang pitong taon ng malaking kasaganaan sa buong lupain ng Egipto:",,
Genesis 9:27,"6 - religious (Bible sample; check the pair aligns, not a full review)","Ing Dios paragulan ne i Jafet, at pabustan yang manuknangan karing kubu nang Sem; at maguing ipus ne i Canaan.","Palakihin ng Diyos si Jafet, at hayaang manirahan siya sa mga tolda ni Sem; at si Canaan ay magiging alipin niya.",,
